regist_time,rowid,bsv_name,req_no,que_name,usr_name,subreq_no,rerun_count,p_rerun_count,que_time,req_type,start_time,end_time,priority,elps_time,etime,termcode,njobs,n_acct_records,reqve_num,rsvve_num,cputim_req,cpunum_req,memsz_req,gpunum_req,elaps_j,maxmem,stime,cstime,utime,cutime,kcore_min,ve_utime,ve_kcore_min,ve_mem,ve_maxmem,gpunum_msec,ve_req_node_num_msec,ve_rsv_node_num_msec,iflag,mem,ps_ve_cpu,ps_ve_kcore_min,ps_ve_mem,ps_ve_time_slice,ps_ve_mflops,ps_ve_mflops_real,ps_ve_fpec,ps_ve_syscall,ps_ve_vh_data_trans,ps_ve_num_procs,ps_ve_instruct,ps_vector_inst,ps_vector_elmt,ps_vector_exe,ps_ve_l1_chache_miss,ps_ve_cpu_port_conf,ps_ve_arith_exec,ps_ve_load_exec,ps_ve_load_exec_elem,ps_ve_power_throt,ps_ve_thermal_throt,ps_ve_max_ntask,ps_ve_op_ratio,ps_ve_fmae,ps_ve_elaps_time,wait_time,jobacct_flg,opt1_int,opt2_int,opt3_int,opt4_text
2021/1/1 0:00:00,?NULL?,?NULL?,11,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,8,8,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,232685568,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,12,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,8,8,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,148267008,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,13,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,1,1,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,34704384,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,14,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,8,8,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,271220736,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,15,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,8,8,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,74293248,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,16,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,1,1,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,21691392,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,17,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,8,8,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,317898752,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,18,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,8,8,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,271040512,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,19,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,1,1,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,15310848,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,20,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,1,1,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,29061120,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,21,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,8,8,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,173965312,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,22,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,1,1,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,35380224,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,23,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,1,1,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,28285952,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,24,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,8,8,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,92012544,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,25,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,1,1,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,34641920,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,26,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,8,8,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,121700352,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,27,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,8,8,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,264290304,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,28,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,1,1,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,10747904,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,29,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,8,8,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,33153024,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
2021/1/1 0:00:00,?NULL?,?NULL?,30,normal,?NULL?,?NULL?,?NULL?,?NULL?,2021/1/1 0:00:00,?NULL?,2021/1/1 0:00:00,2021/1/1 0:00:00,?NULL?,4000,1000,?NULL?,1,?NULL?,8,8,?NULL?,2,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,228458496,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?,?NULL?
